type,amount,oldbalanceOrg,newbalanceOrig,isFraud
CASH_OUT,356830.35,20446.0,0.0,0
CASH_IN,175949.44,16790.0,192739.44,0
CASH_OUT,148414.15,3018.0,0.0,0
CASH_OUT,281791.09,0.0,0.0,0
TRANSFER,345142.96,0.0,0.0,0
PAYMENT,5585.2,263337.31,257752.11,0
PAYMENT,17895.67,0.0,0.0,0
CASH_OUT,63529.9,0.0,0.0,0
CASH_IN,292739.62,80226.0,372965.62,0
CASH_IN,19431.39,3387414.29,3406845.68,0
CASH_OUT,79335.42,105861.0,26525.58,0
CASH_OUT,203502.94,11181.0,0.0,0
CASH_IN,338076.1,2793842.82,3131918.92,0
CASH_OUT,35633.45,11370.0,0.0,0
CASH_IN,45856.24,8010.0,53866.24,0
PAYMENT,40823.91,12117.0,0.0,0
CASH_IN,170281.94,4673356.67,4843638.61,0
CASH_OUT,33869.74,0.0,0.0,0
CASH_OUT,283283.49,12362.0,0.0,0
PAYMENT,2252.44,0.0,0.0,0
PAYMENT,40741.21,60553.56,19812.35,0
CASH_IN,108470.88,1378668.92,1487139.8,0
CASH_OUT,92134.91,0.0,0.0,0
CASH_OUT,40702.17,22591.0,0.0,0
PAYMENT,12005.08,30251.0,18245.92,0
TRANSFER,595333.72,16222.0,0.0,0
CASH_IN,61065.05,111.0,61176.05,0
CASH_OUT,148412.54,116049.0,0.0,0
PAYMENT,1601.59,390403.32,388801.73,0
CASH_OUT,199974.24,21345.0,0.0,0
PAYMENT,792.64,0.0,0.0,0
PAYMENT,59798.87,24927.0,0.0,0
PAYMENT,2666.27,444640.23,441973.96,0
PAYMENT,11219.32,0.0,0.0,0
CASH_OUT,16562.52,426.0,0.0,0
CASH_OUT,399824.41,0.0,0.0,0
CASH_OUT,135024.48,0.0,0.0,0
PAYMENT,720.76,0.0,0.0,0
CASH_IN,647362.77,32832.0,680194.77,0
CASH_IN,206562.92,3436982.36,3643545.28,0
CASH_OUT,119297.8,69405.0,0.0,0
CASH_OUT,133010.63,58502.61,0.0,0
CASH_IN,75447.99,29530.0,104977.99,0
CASH_IN,242913.27,21322.0,264235.27,0
PAYMENT,15848.41,153893.02,138044.61,0
CASH_OUT,134715.88,31966.0,0.0,0
CASH_OUT,455215.41,135.0,0.0,0
TRANSFER,1044683.15,0.0,0.0,0
PAYMENT,10396.44,0.0,0.0,0
CASH_OUT,115204.19,0.0,0.0,0
PAYMENT,5348.63,0.0,0.0,0
PAYMENT,7427.18,96.0,0.0,0
PAYMENT,25823.71,632259.56,606435.85,0
CASH_OUT,412818.03,45642.0,0.0,0
PAYMENT,23569.31,0.0,0.0,0
TRANSFER,705990.71,0.0,0.0,0
PAYMENT,19724.9,0.0,0.0,0
CASH_OUT,117555.46,0.0,0.0,0
CASH_IN,183411.49,11145.0,194556.49,0
CASH_IN,150047.27,20629136.27,20779183.54,0
CASH_IN,148326.83,4317445.86,4465772.69,0
CASH_OUT,303234.44,0.0,0.0,0
CASH_OUT,59850.94,0.0,0.0,0
CASH_OUT,59881.62,511678.0,451796.38,0
TRANSFER,180226.94,0.0,0.0,0
CASH_OUT,16727.86,0.0,0.0,0
PAYMENT,4422.96,36792.0,32369.04,0
CASH_OUT,212539.74,10433.0,0.0,0
CASH_OUT,27089.06,0.0,0.0,0
TRANSFER,1240036.18,0.0,0.0,0
PAYMENT,17314.29,6960.0,0.0,0
PAYMENT,5153.49,0.0,0.0,0
CASH_OUT,86117.13,20939.0,0.0,0
PAYMENT,5197.42,0.0,0.0,0
CASH_OUT,371178.3,195.0,0.0,0
CASH_OUT,399610.17,281141.0,0.0,0
CASH_IN,21468.99,2185.0,23653.99,0
TRANSFER,14039.95,0.0,0.0,0
PAYMENT,61125.95,119890.0,58764.05,0
CASH_OUT,62438.26,710256.0,647817.74,0
PAYMENT,2421.67,110530.58,108108.92,0
CASH_IN,101170.5,18585149.73,18686320.23,0
CASH_OUT,112848.05,0.0,0.0,0
CASH_OUT,287218.91,72084.0,0.0,0
PAYMENT,15708.8,0.0,0.0,0
PAYMENT,6038.56,0.0,0.0,0
PAYMENT,9843.29,25754.0,15910.71,0
PAYMENT,3361.46,30590.0,27228.54,0
CASH_IN,208109.69,5591861.34,5799971.03,0
CASH_OUT,56947.66,17744.0,0.0,0
CASH_IN,373214.09,12182406.61,12555620.7,0
CASH_OUT,74059.2,0.0,0.0,0
PAYMENT,6011.73,0.0,0.0,0
PAYMENT,8291.75,78078.0,69786.25,0
PAYMENT,2618.64,121749.11,119130.48,0
CASH_OUT,343883.81,0.0,0.0,0
PAYMENT,6909.18,102853.0,95943.82,0
CASH_OUT,519265.17,0.0,0.0,0
CASH_OUT,246058.52,0.0,0.0,0
CASH_OUT,484566.15,315987.24,0.0,0
PAYMENT,10506.78,205042.0,194535.22,0
PAYMENT,5835.6,28776.0,22940.4,0
CASH_OUT,273381.45,0.0,0.0,0
PAYMENT,43075.24,0.0,0.0,0
CASH_OUT,49726.78,40489.0,0.0,0
CASH_IN,247462.48,73651.0,321113.48,0
PAYMENT,9637.2,30967.0,21329.8,0
CASH_OUT,54845.39,187966.0,133120.61,0
CASH_IN,150683.75,9972.0,160655.75,0
CASH_IN,267971.09,48015.0,315986.09,0
CASH_IN,103871.01,721.0,104592.01,0
PAYMENT,43401.34,51822.0,8420.66,0
CASH_OUT,449099.56,4033.0,0.0,0
PAYMENT,38066.26,72109.0,34042.74,0
PAYMENT,3356.01,216883.04,213527.04,0
PAYMENT,14301.06,10535.0,0.0,0
PAYMENT,13078.87,0.0,0.0,0
CASH_IN,142870.35,10157.0,153027.35,0
TRANSFER,7493801.78,0.0,0.0,0
PAYMENT,110.01,0.0,0.0,0
PAYMENT,22041.4,11012.0,0.0,0
PAYMENT,5851.52,0.0,0.0,0
CASH_OUT,137162.71,0.0,0.0,0
PAYMENT,10115.0,21186.0,11071.0,0
CASH_IN,65365.22,11159.0,76524.22,0
CASH_IN,43152.94,272.0,43424.94,0
PAYMENT,10313.0,20693.0,10380.0,0
CASH_IN,185558.5,7556330.41,7741888.91,0
PAYMENT,7124.42,133532.0,126407.58,0
CASH_OUT,110008.28,114541.0,4532.72,0
PAYMENT,9770.15,5334.0,0.0,0
PAYMENT,1556.32,11868.0,10311.68,0
CASH_OUT,202031.03,99064.0,0.0,0
PAYMENT,7453.92,0.0,0.0,0
PAYMENT,16472.19,1225.23,0.0,0
DEBIT,34.25,49972.0,49937.75,0
PAYMENT,16974.64,230835.08,213860.43,0
CASH_IN,90268.51,1735681.16,1825949.67,0
CASH_IN,200038.31,7302639.12,7502677.43,0
PAYMENT,1849.23,173817.37,171968.14,0
PAYMENT,2263.45,0.0,0.0,0
CASH_IN,98367.18,2391893.44,2490260.62,0
PAYMENT,1799.77,465.0,0.0,0
TRANSFER,410898.61,502094.0,91195.39,0
CASH_OUT,33405.2,0.0,0.0,0
TRANSFER,766031.91,0.0,0.0,0
TRANSFER,323265.79,93901.57,0.0,0
CASH_OUT,149939.83,24981.0,0.0,0
CASH_OUT,153730.31,332654.72,178924.41,0
PAYMENT,73.71,126626.0,126552.29,0
CASH_OUT,257520.83,29519.0,0.0,0
PAYMENT,1938.08,100532.0,98593.92,0
PAYMENT,24968.66,176.0,0.0,0
CASH_IN,309238.25,2453326.18,2762564.43,0
PAYMENT,18920.74,20843.0,1922.26,0
CASH_IN,47750.4,32804207.49,32851957.89,0
CASH_OUT,28805.19,0.0,0.0,0
CASH_OUT,530607.09,1721.0,0.0,0
PAYMENT,27942.45,0.0,0.0,0
PAYMENT,42874.37,0.0,0.0,0
CASH_OUT,7909.28,0.0,0.0,0
CASH_IN,356329.75,11899.0,368228.75,0
CASH_IN,119041.7,26013.0,145054.7,0
CASH_OUT,184017.68,0.0,0.0,0
PAYMENT,2578.3,78424.92,75846.62,0
CASH_OUT,25340.46,11295.0,0.0,0
CASH_IN,34740.92,177294.0,212034.92,0
PAYMENT,6466.5,14990.0,8523.5,0
CASH_IN,333661.06,5609817.93,5943478.99,0
TRANSFER,72876.11,0.0,0.0,0
CASH_IN,42979.96,182.0,43161.96,0
CASH_IN,279957.29,8398687.27,8678644.56,0
CASH_IN,44858.85,18990236.99,19035095.85,0
PAYMENT,34468.86,4148.09,0.0,0
PAYMENT,32385.1,40154.0,7768.9,0
TRANSFER,159225.76,375.0,0.0,0
TRANSFER,140729.31,0.0,0.0,0
CASH_OUT,355812.24,0.0,0.0,0
PAYMENT,14718.33,20437.19,5718.86,0
TRANSFER,482062.0,146.0,0.0,0
CASH_IN,390484.07,20860.0,411344.07,0
CASH_OUT,184399.38,444119.09,259719.71,0
PAYMENT,5589.57,48347.53,42757.96,0
CASH_IN,52726.45,43079.0,95805.45,0
TRANSFER,2211708.21,0.0,0.0,0
CASH_IN,321415.89,3189378.73,3510794.62,0
PAYMENT,8158.73,0.0,0.0,0
PAYMENT,11961.84,20947.0,8985.16,0
PAYMENT,12555.27,0.0,0.0,0
CASH_OUT,11226.79,0.0,0.0,0
PAYMENT,1905.75,49921.0,48015.25,0
CASH_IN,388328.27,4163255.6,4551583.87,0
PAYMENT,19355.93,7387.61,0.0,0
PAYMENT,196.0,0.0,0.0,0
CASH_OUT,261941.61,0.0,0.0,0
CASH_OUT,118061.28,0.0,0.0,0
CASH_OUT,116518.08,10340.0,0.0,0
CASH_IN,85557.87,20190.0,105747.87,0
CASH_OUT,11075.81,115.0,0.0,0
PAYMENT,399.14,51463.0,51063.86,0
CASH_OUT,119541.28,0.0,0.0,0
CASH_OUT,92822.25,113491.0,20668.75,0
CASH_OUT,57895.87,0.0,0.0,0
PAYMENT,24132.38,88765.0,64632.62,0
CASH_OUT,185832.85,10478.0,0.0,0
CASH_OUT,421584.56,184248.69,0.0,0
CASH_OUT,269656.78,49132.0,0.0,0
PAYMENT,163.43,2357.0,2193.57,0
PAYMENT,11139.76,454207.0,443067.24,0
CASH_OUT,171877.05,0.0,0.0,0
PAYMENT,10034.22,39961.0,29926.78,0
CASH_OUT,331497.65,0.0,0.0,0
PAYMENT,1452.93,6876.0,5423.07,0
CASH_OUT,260369.5,30862.0,0.0,0
CASH_IN,292186.46,14359829.03,14652015.49,0
CASH_IN,161597.86,20780.0,182377.86,0
CASH_OUT,265022.95,12296.0,0.0,0
CASH_IN,130815.54,7857647.83,7988463.37,0
CASH_IN,256073.34,573683.59,829756.93,0
PAYMENT,16171.6,17689.0,1517.4,0
CASH_OUT,246512.61,100720.0,0.0,0
CASH_OUT,406017.18,0.0,0.0,0
CASH_OUT,401573.96,174647.38,0.0,0
PAYMENT,11951.96,12764.0,812.04,0
PAYMENT,5632.61,0.0,0.0,0
CASH_OUT,493598.21,552899.0,59300.79,0
PAYMENT,31574.67,57817.31,26242.63,0
PAYMENT,1777.48,113341.0,111563.52,0
CASH_IN,57744.19,13624909.02,13682653.22,0
CASH_OUT,9874.44,132608.0,122733.56,0
CASH_OUT,71071.89,107129.0,36057.11,0
CASH_IN,30742.57,3892684.63,3923427.2,0
PAYMENT,4135.03,13355.0,9219.97,0
PAYMENT,43463.68,33994.19,0.0,0
PAYMENT,9858.96,0.0,0.0,0
CASH_OUT,82228.18,0.0,0.0,0
CASH_IN,18219.3,650363.64,668582.95,0
CASH_IN,338070.04,2415975.04,2754045.08,0
CASH_OUT,280838.23,0.0,0.0,0
PAYMENT,4995.54,25969.0,20973.46,0
PAYMENT,4837.79,985.0,0.0,0
CASH_OUT,196551.78,0.0,0.0,0
CASH_OUT,1351.23,0.0,0.0,0
CASH_OUT,64588.94,29832.0,0.0,0
PAYMENT,6734.13,30110.0,23375.87,0
TRANSFER,206647.32,0.0,0.0,0
CASH_OUT,5129.41,49805.0,44675.59,0
PAYMENT,45346.41,28670.6,0.0,0
CASH_IN,191097.4,251432.0,442529.4,0
PAYMENT,5922.57,10283.0,4360.43,0
CASH_IN,83208.74,4800673.73,4883882.47,0
CASH_IN,302709.13,6740356.76,7043065.89,0
CASH_OUT,447026.0,0.0,0.0,0
CASH_OUT,154236.86,126259.0,0.0,0
PAYMENT,3502.32,447187.73,443685.41,0
PAYMENT,5232.68,139203.73,133971.06,0
CASH_OUT,392402.72,5026.0,0.0,0
CASH_IN,24711.74,12952120.99,12976832.73,0
PAYMENT,23228.29,8307.0,0.0,0
CASH_OUT,345178.0,337.0,0.0,0
CASH_OUT,81609.38,0.0,0.0,0
PAYMENT,3748.69,0.0,0.0,0
CASH_OUT,43829.59,11490.0,0.0,0
CASH_IN,207475.29,16147.0,223622.29,0
CASH_OUT,211870.74,0.0,0.0,0
TRANSFER,621271.5,0.0,0.0,0
CASH_OUT,431549.24,5641.0,0.0,0
PAYMENT,10367.73,28810.0,18442.27,0
TRANSFER,395635.77,688.0,0.0,0
PAYMENT,13090.18,0.0,0.0,0
CASH_IN,213738.3,11133.0,224871.3,0
CASH_OUT,251404.71,20311.0,0.0,0
PAYMENT,20645.58,99080.0,78434.42,0
TRANSFER,166382.83,11846.0,0.0,0
PAYMENT,4624.49,0.0,0.0,0
CASH_OUT,162774.85,0.0,0.0,0
CASH_IN,319675.44,2722156.01,3041831.45,0
CASH_OUT,135346.39,191.0,0.0,0
CASH_OUT,43266.06,31650.0,0.0,0
CASH_IN,280526.23,4561783.59,4842309.82,0
CASH_OUT,419036.6,41165.0,0.0,0
CASH_OUT,165442.29,9771.0,0.0,0
CASH_OUT,127219.93,139453.0,12233.07,0
PAYMENT,4103.19,0.0,0.0,0
TRANSFER,3398678.99,0.0,0.0,0
TRANSFER,942718.6,0.0,0.0,0
PAYMENT,14267.05,11195.0,0.0,0
CASH_IN,200411.35,28097.0,228508.35,0
PAYMENT,27552.9,0.0,0.0,0
CASH_IN,31674.79,559.0,32233.79,0
TRANSFER,264636.07,12498.0,0.0,0
PAYMENT,1634.14,10127.0,8492.86,0
PAYMENT,13572.02,100090.0,86517.98,0
PAYMENT,5341.21,223634.0,218292.79,0
PAYMENT,25384.09,0.0,0.0,0
PAYMENT,15629.44,0.0,0.0,0
CASH_OUT,278850.53,10224.0,0.0,0
CASH_OUT,234745.51,31473.0,0.0,0
PAYMENT,4360.35,153897.77,149537.43,0
PAYMENT,7588.0,0.0,0.0,0
PAYMENT,21865.59,0.0,0.0,0
CASH_OUT,38370.82,2946.0,0.0,0
CASH_OUT,23182.25,0.0,0.0,0
TRANSFER,353261.4,31242.0,0.0,0
PAYMENT,7893.37,0.0,0.0,0
CASH_OUT,82209.43,884382.0,802172.57,0
PAYMENT,1189.2,0.0,0.0,0
CASH_IN,244170.19,3499051.58,3743221.76,0
CASH_IN,3140.58,9894401.49,9897542.07,0
TRANSFER,331052.86,147322.0,0.0,0
PAYMENT,3716.29,82658.49,78942.19,0
PAYMENT,17236.29,0.0,0.0,0
PAYMENT,9435.93,12136.0,2700.07,0
CASH_OUT,224964.85,10834.0,0.0,0
PAYMENT,17227.41,62425.0,45197.59,0
CASH_OUT,11330.33,0.0,0.0,0
PAYMENT,16825.21,90491.0,73665.79,0
PAYMENT,1560.83,166934.78,165373.96,0
TRANSFER,333524.2,0.0,0.0,0
PAYMENT,3695.47,0.0,0.0,0
CASH_OUT,8326.48,0.0,0.0,0
PAYMENT,3958.67,840.0,0.0,0
PAYMENT,33434.48,50101.0,16666.52,0
CASH_OUT,128844.62,86341.0,0.0,0
CASH_IN,184734.92,1492992.14,1677727.07,0
PAYMENT,17652.75,0.0,0.0,0
PAYMENT,16386.37,0.0,0.0,0
PAYMENT,8713.34,128047.66,119334.32,0
CASH_IN,157631.76,5597413.4,5755045.16,0
TRANSFER,912135.56,0.0,0.0,0
CASH_OUT,212531.93,10599.0,0.0,0
CASH_OUT,175397.66,0.0,0.0,0
CASH_OUT,83435.82,0.0,0.0,0
CASH_OUT,152850.26,0.0,0.0,0
CASH_IN,34496.63,103772.0,138268.63,0
CASH_IN,213404.82,112380.0,325784.82,0
PAYMENT,10009.78,424456.22,414446.44,0
TRANSFER,5568089.7,618.0,0.0,0
PAYMENT,5230.55,17682.0,12451.45,0
PAYMENT,5546.04,0.0,0.0,0
DEBIT,3331.37,30500.04,27168.67,0
CASH_IN,153813.8,644302.02,798115.82,0
CASH_OUT,1325.77,15975.0,14649.23,0
TRANSFER,8181954.69,0.0,0.0,0
CASH_IN,24538.76,23810198.86,23834737.62,0
PAYMENT,6807.64,0.0,0.0,0
PAYMENT,20183.75,5023.0,0.0,0
CASH_OUT,170787.62,10472.69,0.0,0
PAYMENT,1744.22,56195.0,54450.78,0
PAYMENT,16224.13,0.0,0.0,0
CASH_OUT,134400.59,289739.45,155338.86,0
CASH_IN,82579.56,79917.0,162496.56,0
CASH_IN,207155.06,20967.0,228122.06,0
CASH_OUT,334672.99,20408.0,0.0,0
PAYMENT,11684.63,447.0,0.0,0
TRANSFER,787462.93,19472.0,0.0,0
CASH_OUT,45858.49,0.0,0.0,0
CASH_IN,268370.84,68.0,268438.84,0
PAYMENT,3630.42,102.0,0.0,0
CASH_OUT,47281.55,98810.7,51529.15,0
TRANSFER,339965.39,0.0,0.0,0
PAYMENT,34820.1,470440.0,435619.9,0
CASH_OUT,162425.07,205.0,0.0,0
CASH_OUT,110542.18,105538.0,0.0,0
CASH_IN,183268.75,59969.0,243237.75,0
PAYMENT,26103.56,40671.0,14567.44,0
CASH_OUT,142118.37,0.0,0.0,0
CASH_IN,213786.31,31038.0,244824.31,0
TRANSFER,5024796.27,34249.0,0.0,0
CASH_OUT,142733.03,52074.0,0.0,0
PAYMENT,3340.78,15568.0,12227.22,0
CASH_OUT,89821.58,0.0,0.0,0
CASH_OUT,14158.27,0.0,0.0,0
CASH_OUT,270544.9,2178.0,0.0,0
CASH_OUT,88674.72,0.0,0.0,0
PAYMENT,58604.09,158444.07,99839.98,0
PAYMENT,14044.49,15976.0,1931.51,0
PAYMENT,20418.74,28726.0,8307.26,0
PAYMENT,12826.73,5702.0,0.0,0
CASH_IN,187768.03,2048484.9,2236252.93,0
CASH_OUT,347417.63,2482.0,0.0,0
PAYMENT,7402.29,388906.09,381503.79,0
CASH_OUT,154218.26,9876.09,0.0,0
CASH_IN,268992.32,93399.0,362391.32,0
PAYMENT,12193.99,1233.0,0.0,0
TRANSFER,7175.64,0.0,0.0,0
CASH_OUT,147193.86,15016.0,0.0,0
CASH_OUT,197051.02,0.0,0.0,0
CASH_OUT,159792.99,17737.21,0.0,0
TRANSFER,1519109.99,398720.0,0.0,0
TRANSFER,785850.41,105.0,0.0,0
TRANSFER,617319.18,0.0,0.0,0
TRANSFER,828380.42,0.0,0.0,0
CASH_OUT,213150.79,0.0,0.0,0
PAYMENT,32744.2,66316.49,33572.29,0
CASH_OUT,214636.92,70588.0,0.0,0
PAYMENT,55357.01,0.0,0.0,0
PAYMENT,3100.81,299975.0,296874.19,0
CASH_OUT,115483.39,0.0,0.0,0
PAYMENT,1155.58,21638.0,20482.42,0
CASH_OUT,124721.53,258760.0,134038.47,0
CASH_IN,141559.36,3732800.9,3874360.26,0
CASH_OUT,95252.89,0.0,0.0,0
CASH_IN,371198.86,12525600.71,12896799.58,0
CASH_IN,161249.49,2837.0,164086.49,0
CASH_OUT,321167.19,149500.0,0.0,0
CASH_OUT,70381.12,0.0,0.0,0
PAYMENT,22541.63,0.0,0.0,0
CASH_OUT,82863.54,21488.0,0.0,0
CASH_OUT,108653.25,0.0,0.0,0
PAYMENT,63.25,0.0,0.0,0
PAYMENT,15628.54,24785.0,9156.46,0
CASH_IN,183736.34,3886300.55,4070036.9,0
PAYMENT,5326.98,140946.21,135619.22,0
CASH_OUT,6461.82,0.0,0.0,0
CASH_OUT,58233.3,10516.0,0.0,0
PAYMENT,39966.22,0.0,0.0,0
CASH_IN,18292.09,26653907.8,26672199.89,0
PAYMENT,10773.02,131156.86,120383.84,0
CASH_OUT,291523.11,14346.0,0.0,0
CASH_OUT,356592.74,11409.0,0.0,0
CASH_OUT,577640.07,71725.0,0.0,0
CASH_IN,5364.17,121399.0,126763.17,0
PAYMENT,1520.7,268.0,0.0,0
CASH_IN,30780.17,5746217.64,5776997.81,0
TRANSFER,278996.85,33239.0,0.0,0
CASH_IN,280402.09,7572403.81,7852805.9,0
PAYMENT,11119.13,0.0,0.0,0
PAYMENT,2844.94,0.0,0.0,0
PAYMENT,1987.41,0.0,0.0,0
CASH_IN,284552.28,1993144.55,2277696.83,0
PAYMENT,6116.94,0.0,0.0,0
CASH_IN,181671.02,5175.0,186846.02,0
CASH_OUT,196265.11,33994.0,0.0,0
CASH_OUT,182063.77,0.0,0.0,0
PAYMENT,26797.45,22142.0,0.0,0
CASH_IN,243174.39,21813.0,264987.39,0
CASH_IN,378169.41,541954.33,920123.74,0
CASH_OUT,26259.15,0.0,0.0,0
PAYMENT,5794.81,22385.0,16590.19,0
CASH_IN,18906.37,2632741.88,2651648.25,0
TRANSFER,141023.28,0.0,0.0,0
TRANSFER,1865528.11,20734.0,0.0,0
PAYMENT,6727.83,0.0,0.0,0
PAYMENT,40636.3,0.0,0.0,0
CASH_OUT,451484.84,100193.0,0.0,0
CASH_OUT,138529.75,0.0,0.0,0
CASH_IN,120406.82,6269790.89,6390197.71,0
CASH_IN,182263.48,656610.08,838873.56,0
CASH_IN,67998.85,4086616.37,4154615.23,0
TRANSFER,934570.37,216.0,0.0,0
CASH_OUT,155110.75,33626.29,0.0,0
PAYMENT,1375.89,3000.0,1624.11,0
CASH_OUT,71537.76,7281.61,0.0,0
PAYMENT,10459.74,103959.0,93499.26,0
CASH_OUT,306902.18,0.0,0.0,0
CASH_OUT,23952.54,0.0,0.0,0
CASH_OUT,26080.95,0.0,0.0,0
PAYMENT,3249.13,15279.0,12029.87,0
CASH_OUT,186230.39,22424.0,0.0,0
CASH_OUT,197265.17,0.0,0.0,0
CASH_OUT,500989.09,16149.0,0.0,0
CASH_IN,64809.84,7655355.07,7720164.91,0
PAYMENT,20965.7,3157.0,0.0,0
CASH_OUT,258366.76,266.0,0.0,0
PAYMENT,6606.3,0.0,0.0,0
PAYMENT,16696.7,78051.79,61355.09,0
CASH_OUT,156736.17,0.0,0.0,0
CASH_IN,43533.47,10080.0,53613.47,0
CASH_OUT,274645.85,0.0,0.0,0
CASH_OUT,108684.12,13313.0,0.0,0
CASH_OUT,20068.65,0.0,0.0,0
CASH_IN,130008.53,27735.0,157743.53,0
CASH_OUT,170509.68,0.0,0.0,0
CASH_OUT,163849.23,343.0,0.0,0
CASH_IN,102593.75,10387.0,112980.75,0
CASH_IN,385181.08,18214.0,403395.08,0
PAYMENT,1907.2,210506.34,208599.14,0
CASH_IN,18057.93,179928.0,197985.93,0
PAYMENT,13227.09,441537.18,428310.09,0
PAYMENT,6878.22,37738.04,30859.82,0
CASH_OUT,211199.25,0.0,0.0,0
CASH_IN,250812.16,7147720.23,7398532.39,0
PAYMENT,6154.59,0.0,0.0,0
CASH_IN,43792.16,202318.0,246110.16,0
PAYMENT,7054.54,199809.0,192754.46,0
PAYMENT,2985.32,0.0,0.0,0
PAYMENT,39218.65,334933.57,295714.92,0
CASH_OUT,38933.86,0.0,0.0,0
CASH_OUT,457822.65,0.0,0.0,0
TRANSFER,779685.79,19512.0,0.0,0
CASH_OUT,177349.61,0.0,0.0,0
CASH_OUT,356609.72,41246.0,0.0,0
CASH_OUT,189974.21,0.0,0.0,0
CASH_OUT,203789.14,164609.5,0.0,0
PAYMENT,669.55,0.0,0.0,0
CASH_IN,202822.28,19864.0,222686.28,0
CASH_IN,17542.37,16115235.19,16132777.57,0
TRANSFER,595473.57,0.0,0.0,0
CASH_OUT,83774.38,19914.0,0.0,0
TRANSFER,2055886.67,13246.49,0.0,0
PAYMENT,6428.63,49444.0,43015.37,0
CASH_OUT,104245.42,368.0,0.0,0
CASH_IN,317729.37,2157671.15,2475400.52,0
CASH_OUT,361678.09,0.0,0.0,0
CASH_OUT,80748.48,0.0,0.0,0
PAYMENT,1540.69,126460.0,124919.31,0
CASH_OUT,125547.83,0.0,0.0,0
CASH_IN,263100.06,6163.0,269263.06,0
PAYMENT,5893.58,0.0,0.0,0
CASH_OUT,271978.46,176.0,0.0,0
PAYMENT,30272.42,106920.0,76647.58,0
CASH_IN,119109.91,620055.62,739165.53,0
CASH_OUT,38551.69,0.0,0.0,0
CASH_IN,312675.74,0.0,312675.74,0
CASH_OUT,9146.82,15004.0,5857.18,0
CASH_OUT,131929.24,0.0,0.0,0
CASH_OUT,95107.25,0.0,0.0,0
PAYMENT,30293.83,1637.0,0.0,0
CASH_OUT,424954.89,648.0,0.0,0
PAYMENT,5780.41,0.0,0.0,0
DEBIT,2902.01,0.0,0.0,0
PAYMENT,43379.55,1226.0,0.0,0
TRANSFER,29002.27,0.0,0.0,0
CASH_IN,417840.53,2384898.68,2802739.21,0
CASH_IN,141205.46,105231.0,246436.46,0
CASH_IN,152264.79,7311799.52,7464064.31,0
PAYMENT,15847.03,105490.0,89642.97,0
CASH_OUT,49223.39,0.0,0.0,0
CASH_IN,12427.9,2443186.91,2455614.81,0
PAYMENT,11936.7,0.0,0.0,0
CASH_IN,127689.26,24759.0,152448.26,0
TRANSFER,544202.04,16864.0,0.0,0
CASH_OUT,48968.86,603.0,0.0,0
PAYMENT,2049.47,553430.0,551380.53,0
PAYMENT,7710.36,365783.56,358073.2,0
PAYMENT,2260.23,0.0,0.0,0
TRANSFER,806018.39,79825.0,0.0,0
CASH_IN,114621.55,4447276.5,4561898.04,0
CASH_OUT,125652.32,20346.0,0.0,0
TRANSFER,230262.41,154647.33,0.0,0
PAYMENT,46274.72,52383.69,6108.97,0
PAYMENT,12854.22,0.0,0.0,0
PAYMENT,37545.38,277295.0,239749.62,0
CASH_IN,72620.82,123.0,72743.82,0
CASH_OUT,181600.38,10380.0,0.0,0
PAYMENT,13261.34,0.0,0.0,0
DEBIT,3504.65,51218.0,47713.35,0
CASH_OUT,115666.8,250855.0,135188.2,0
CASH_IN,59062.56,191416.65,250479.22,0
CASH_OUT,105237.65,20134.0,0.0,0
CASH_OUT,38876.18,0.0,0.0,0
CASH_OUT,47036.59,432654.64,385618.05,0
CASH_IN,143051.99,935924.68,1078976.67,0
CASH_OUT,339596.07,0.0,0.0,0
CASH_OUT,242300.73,194314.09,0.0,0
PAYMENT,7349.87,0.0,0.0,0
PAYMENT,38983.13,705451.0,666467.87,0
CASH_IN,72009.72,7795498.19,7867507.91,0
CASH_OUT,66364.89,0.0,0.0,0
CASH_OUT,226960.34,0.0,0.0,0
TRANSFER,776426.66,332223.32,0.0,0
CASH_OUT,36404.25,0.0,0.0,0
CASH_OUT,254119.56,10604.0,0.0,0
CASH_OUT,67117.38,0.0,0.0,0
PAYMENT,10254.16,381506.09,371251.94,0
CASH_OUT,87217.41,1126.0,0.0,0
CASH_IN,2032.93,7625673.0,7627705.93,0
PAYMENT,5512.33,210375.0,204862.67,0
CASH_OUT,50184.12,0.0,0.0,0
CASH_IN,437903.67,2690375.46,3128279.13,0
TRANSFER,194247.71,0.0,0.0,0
CASH_OUT,165222.66,19991.0,0.0,0
CASH_OUT,379064.81,0.0,0.0,0
PAYMENT,6714.78,0.0,0.0,0
CASH_OUT,180901.33,3108.0,0.0,0
PAYMENT,2259.04,0.0,0.0,0
PAYMENT,32525.83,116171.0,83645.17,0
PAYMENT,59951.0,456186.63,396235.63,0
CASH_IN,30787.78,4067694.81,4098482.59,0
CASH_OUT,510549.03,0.0,0.0,0
PAYMENT,6918.59,9157.0,2238.41,0
PAYMENT,19699.97,0.0,0.0,0
CASH_OUT,35036.17,5043.0,0.0,0
CASH_IN,136887.28,705332.29,842219.56,0
CASH_OUT,116674.98,42911.0,0.0,0
PAYMENT,26366.64,11597.0,0.0,0
PAYMENT,10040.1,59410.0,49369.9,0
PAYMENT,26548.9,80335.46,53786.57,0
CASH_OUT,298403.53,58558.0,0.0,0
PAYMENT,8151.73,0.0,0.0,0
